Image Name,Score
20230215T051911_20230215T052932_T43PDQ.tif,0.7564376735104251
20210501T051649_20210501T052801_T43PDQ.tif,0.752223287751802
20210220T051839_20210220T053312_T43PDQ.tif,0.7520202601936771
20210322T051649_20210322T052843_T43PDQ.tif,0.7514987641580095
20221023T051849_20221023T052729_T43PDQ.tif,0.7469895880918537
20230416T051651_20230416T052735_T43PDQ.tif,0.7382034281969051
20201222T052229_20201222T053137_T43PDQ.tif,0.7342647377043101
20220225T051759_20220225T052828_T43PDQ.tif,0.725275392783972
20210225T051801_20210225T053358_T43PDQ.tif,0.7227612697721397
20191108T052019_20191108T052749_T43PDQ.tif,0.6573691590916634
20190216T051901_20190216T052953_T43PDQ.tif,0.6255482144178238
