Image Name,Score
20200322T051651_20200322T052349_T43PDQ.tif,0.8475333877493235
20190323T051649_20190323T053456_T43PDQ.tif,0.8448566768427522
20221227T052231_20221227T053407_T43PDQ.tif,0.8440729689113841
20230106T052211_20230106T053332_T43PDQ.tif,0.8426803676982689
20181228T052221_20181228T052221_T43PDQ.tif,0.8413883581451117
20190308T051651_20190308T052854_T43PDQ.tif,0.8390549687195971
20231127T052139_20231127T052744_T43PDQ.tif,0.8375293198779248
20220121T052121_20220121T052119_T43PDQ.tif,0.8355336028727453
20231227T052229_20231227T052738_T43PDQ.tif,0.8312378134736802
20230406T051651_20230406T053427_T43PDQ.tif,0.830636775108073
20210126T052111_20210126T052106_T43PDQ.tif,0.8278938936831853
20220131T052041_20220131T052041_T43PDQ.tif,0.8278936318775257
20181223T052229_20181223T052554_T43PDQ.tif,0.8268348624944242
20190226T051751_20190226T052941_T43PDQ.tif,0.8266696697426651
20221222T052229_20221222T052753_T43PDQ.tif,0.823779915558764
20190417T051651_20190417T052149_T43PDQ.tif,0.8230838864134621
20220101T052231_20220101T053051_T43PDQ.tif,0.822929564771816
20220215T051909_20220215T052906_T43PDQ.tif,0.8225599900498566
20200312T051651_20200312T052221_T43PDQ.tif,0.8204742031735098
20161228T052222_20161228T052548_T43PDQ.tif,0.8203811012273611
20191113T052051_20191113T053323_T43PDQ.tif,0.8194279433090919
20200127T052059_20200127T053400_T43PDQ.tif,0.817620287242115
20220220T051841_20220220T053230_T43PDQ.tif,0.8163616847549419
20191213T052221_20191213T052753_T43PDQ.tif,0.8160091951323255
20191208T052209_20191208T053250_T43PDQ.tif,0.8130022509743433
20200112T052201_20200112T052758_T43PDQ.tif,0.8123031852149649
20191218T052229_20191218T052545_T43PDQ.tif,0.8122654962286966
20200411T051651_20200411T052138_T43PDQ.tif,0.8113102763853612
20200221T051831_20200221T052815_T43PDQ.tif,0.8106713386006569
20221028T051931_20221028T053517_T43PDQ.tif,0.8087788939112627
20200211T051941_20200211T052916_T43PDQ.tif,0.8085778286898601
20190107T052211_20190107T053012_T43PDQ.tif,0.807449470975803
20210416T051641_20210416T053052_T43PDQ.tif,0.8071358935505125
20221202T052159_20221202T052600_T43PDQ.tif,0.806305134896353
20230312T051659_20230312T052443_T43PDQ.tif,0.8061207930676745
20200226T051759_20200226T052438_T43PDQ.tif,0.8057702723098451
20211207T052209_20211207T053102_T43PDQ.tif,0.8055687983724643
20191128T052149_20191128T053458_T43PDQ.tif,0.8048047032512418
20211222T052231_20211222T053135_T43PDQ.tif,0.804646268254473
20190313T051649_20190313T053504_T43PDQ.tif,0.8039673493674432
20210215T051911_20210215T052634_T43PDQ.tif,0.8037898631578381
20220111T052201_20220111T052204_T43PDQ.tif,0.8033061953407922
20161108T053442_20161108T053441_T43PDQ.tif,0.8032384672523886
20230327T051651_20230327T052835_T43PDQ.tif,0.8025958746476436
20190422T051659_20190422T053203_T43PDQ.tif,0.8014977498351795
20231023T051851_20231023T052716_T43PDQ.tif,0.8011989449781409
20200226T051759_20200226T053517_T43PDQ.tif,0.8007198702673628
20190221T051839_20190221T053339_T43PDQ.tif,0.8001043048777721
20210302T051729_20210302T052733_T43PDQ.tif,0.7991138364304484
20230210T051949_20230210T052635_T43PDQ.tif,0.7971867070971281
20211217T052219_20211217T053130_T43PDQ.tif,0.7971523651735509
20170216T051901_20170216T053443_T43PDQ.tif,0.7963205733946745
20190112T052159_20190112T052430_T43PDQ.tif,0.794918673296779
20200107T052209_20200107T053334_T43PDQ.tif,0.794601904889455
20210411T051649_20210411T052917_T43PDQ.tif,0.7944748682331709
20200307T051649_20200307T052727_T43PDQ.tif,0.7942211855360034
20220205T052009_20220205T052526_T43PDQ.tif,0.7941639803078397
20220106T052209_20220106T053234_T43PDQ.tif,0.794072487595994
20190412T051659_20190412T052853_T43PDQ.tif,0.7935282236071893
20191123T052131_20191123T052801_T43PDQ.tif,0.7919945297521404
20230101T052229_20230101T052722_T43PDQ.tif,0.7915959618431156
20191228T052229_20191228T053139_T43PDQ.tif,0.791255757969071
20210116T052151_20210116T053233_T43PDQ.tif,0.7907509643387892
20230411T051649_20230411T052709_T43PDQ.tif,0.7904347158043672
20200401T051651_20200401T053115_T43PDQ.tif,0.788790546540289
20180221T051831_20180221T053158_T43PDQ.tif,0.7886794897896344
20200117T052139_20200117T052324_T43PDQ.tif,0.7883328651749081
20221217T052231_20221217T053410_T43PDQ.tif,0.7875436798134078
20190201T052039_20190201T053112_T43PDQ.tif,0.7862216256950642
20190102T052219_20190102T052400_T43PDQ.tif,0.7825657817293414
20190211T051939_20190211T052909_T43PDQ.tif,0.7823815679700629
20230111T052159_20230111T052604_T43PDQ.tif,0.7803217025173639
20201028T051931_20201028T053443_T43PDQ.tif,0.7801074834306878
20231207T052209_20231207T052650_T43PDQ.tif,0.7789656636799288
20210131T052039_20210131T053249_T43PDQ.tif,0.7788966404847749
20190512T051659_20190512T053509_T43PDQ.tif,0.7782219995288643
20230121T052129_20230121T053507_T43PDQ.tif,0.7781916684938638
20171228T052219_20171228T053245_T43PDQ.tif,0.7776914899014543
20201127T052151_20201127T053312_T43PDQ.tif,0.7771135529169625
20220126T052059_20220126T053113_T43PDQ.tif,0.775851205537157
20230225T051801_20230225T053142_T43PDQ.tif,0.7751619207656251
20200122T052111_20200122T052733_T43PDQ.tif,0.7739831674799725
20210210T051939_20210210T052401_T43PDQ.tif,0.7734723474794394
20200216T051909_20200216T052654_T43PDQ.tif,0.7728342073489188
20220210T051941_20220210T052038_T43PDQ.tif,0.7716970494959562
20190117T052141_20190117T052141_T43PDQ.tif,0.7715011450872796
20210121T052119_20210121T052907_T43PDQ.tif,0.7698053825178012
20220327T051649_20220327T052411_T43PDQ.tif,0.7679700259649517
20221102T051949_20221102T052958_T43PDQ.tif,0.7673432009337336
20230302T051729_20230302T052948_T43PDQ.tif,0.7661664211885281
20211227T052229_20211227T053237_T43PDQ.tif,0.759223948670404
20201227T052231_20201227T053122_T43PDQ.tif,0.7581910730938434
20220312T051651_20220312T052910_T43PDQ.tif,0.7574629347788642
20210307T051651_20210307T053320_T43PDQ.tif,0.756971403575934
